id,time,distance,velocity,acceleration,Frictional Force,airResistance
carF_035,0.0,0.0,0.0,4.607650177610612,0.29734982238938706,0.0
carF_035,0.001,2.303825088805306E-6,0.0046076501776106124,4.607650177610612,0.29734982238938706,0.0
carF_035,0.002,9.215300355221223E-6,0.009215300355221225,4.607650177610612,0.29734982238938706,0.0
carF_035,0.003,2.0734425799247754E-5,0.013822950532831838,4.607650177610612,0.29734982238938706,0.0
carF_035,0.004,3.686120142088489E-5,0.01843060071044245,4.607650177610612,0.29734982238938706,0.0
carF_035,0.005,5.759562722013265E-5,0.02303825088805306,4.607650177610612,0.29734982238938706,0.0
carF_035,0.006,8.293770319699102E-5,0.027645901065663673,4.607650177610612,0.29734982238938706,0.0
carF_035,0.007,1.1288742935146E-4,0.03225355124327429,4.607650177610612,0.29734982238938706,0.0
carF_035,0.008,1.474448056835396E-4,0.0368612014208849,4.607650177610612,0.29734982238938706,0.0
carF_035,0.009000000000000001,1.8660983219322982E-4,0.04146885159849551,4.607650177610612,0.29734982238938706,0.0
carF_035,0.010000000000000002,2.3038250888053063E-4,0.04607650177610612,4.607650177610612,0.29734982238938706,0.0
carF_035,0.011000000000000003,2.7876283574544203E-4,0.050684151953716734,4.607650177610612,0.29734982238938706,0.0
carF_035,0.012000000000000004,3.3175081278796406E-4,0.055291802131327346,4.607650177610612,0.29734982238938706,0.0
carF_035,0.013000000000000005,3.8934644000809674E-4,0.05989945230893796,4.607650177610612,0.29734982238938706,0.0
carF_035,0.014000000000000005,4.5154971740584E-4,0.06450710248654858,4.607650177610612,0.29734982238938706,0.0
carF_035,0.015000000000000006,5.183606449811939E-4,0.06911475266415919,4.607650177610612,0.29734982238938706,0.0
carF_035,0.016000000000000007,5.897792227341584E-4,0.0737224028417698,4.607650177610612,0.29734982238938706,0.0
carF_035,0.017000000000000008,6.658054506647335E-4,0.07833005301938041,4.607650177610612,0.29734982238938706,0.0
carF_035,0.01800000000000001,7.464393287729193E-4,0.08293770319699102,4.607650177610612,0.29734982238938706,0.0
carF_035,0.01900000000000001,8.316808570587156E-4,0.08754535337460163,4.607650177610612,0.29734982238938706,0.0
carF_035,0.02000000000000001,9.215300355221225E-4,0.09215300355221225,4.607650177610612,0.29734982238938706,0.0
carF_035,0.02100000000000001,0.00101598686416314,0.09676065372982286,4.607650177610612,0.29734982238938706,0.0
carF_035,0.022000000000000013,0.0011150513429817684,0.10136830390743347,4.607650177610612,0.29734982238938706,0.0
carF_035,0.023000000000000013,0.0012187234719780071,0.10597595408504408,4.607650177610612,0.29734982238938706,0.0
carF_035,0.024000000000000014,0.0013270032511518565,0.11058360426265469,4.607650177610612,0.29734982238938706,0.0
carF_035,0.025000000000000015,0.0014398906805033166,0.1151912544402653,4.607650177610612,0.29734982238938706,0.0
