id,time,distance,velocity,acceleration,Frictional Force,airResistance
carFARH0.107,0.0,0.0,0.0,4.904999999999999,0.4247854605562672,0.0
carFARH0.107,0.001,2.240107269721866E-6,0.0044802145394437325,4.4802145394437325,0.4247854605562672,9.118024555387955E-4
carFARH0.107,0.002,8.959973177659696E-6,0.008959517276431926,4.479302736988194,0.4247854605562672,0.001823419343241362
carFARH0.107,0.003,2.0158686014141868E-5,0.013437908396532418,4.478391120100492,0.4247854605562672,0.0027348507008740177
carFARH0.107,0.004,3.583533425504572E-5,0.017915388085275277,4.477479688742858,0.4247854605562672,0.003646096566195395
carFARH0.107,0.005,5.5989006561759764E-5,0.022391956528152814,4.476568442877537,0.4247854605562672,0.004557156976956442
carFARH0.107,0.006,8.061879178114596E-5,0.026867613910619592,4.4756573824667765,0.4247854605562672,0.0054680319709004225
carFARH0.107,0.007,1.0972377894550197E-4,0.03134236041809242,4.474746507472832,0.4247854605562672,0.006378721585762921
carFARH0.107,0.008,1.4330305727252337E-4,0.03581619623595039,4.473835817857969,0.4247854605562672,0.00728922585927184
carFARH0.107,0.009000000000000001,1.81355716165266E-4,0.04028912154953485,4.472925313584461,0.4247854605562672,0.008199544829147405
carFARH0.107,0.010000000000000002,2.2388084521210813E-4,0.04476113654414944,4.472014994614585,0.4247854605562672,0.009109678533102164
carFARH0.107,0.011000000000000003,2.7087753418671286E-4,0.04923224140506007,4.47110486091063,0.4247854605562672,0.010019627008840994
carFARH0.107,0.012000000000000004,3.2234487304799036E-4,0.05370243631749497,4.470194912434891,0.4247854605562672,0.010929390294061089
carFARH0.107,0.013000000000000005,3.7828195194006015E-4,0.058171721466644635,4.4692851491496715,0.4247854605562672,0.011838968426451978
carFARH0.107,0.014000000000000005,4.386878611922134E-4,0.06264009703766192,4.468375571017281,0.4247854605562672,0.012748361443695521
carFARH0.107,0.015000000000000006,5.035616913188753E-4,0.06710756321566196,4.467466178000037,0.4247854605562672,0.013657569383465904
carFARH0.107,0.016000000000000007,5.729025330195674E-4,0.07157412018572222,4.4665569700602665,0.4247854605562672,0.01456659228342965
carFARH0.107,0.017000000000000008,6.467094771788697E-4,0.07603976813288252,4.465647947160303,0.4247854605562672,0.015475430181245609
carFARH0.107,0.01800000000000001,7.249816148663835E-4,0.080504507242145,4.464739109262487,0.4247854605562672,0.016384083114564976
carFARH0.107,0.01900000000000001,8.077180373366931E-4,0.08496833769847417,4.463830456329167,0.4247854605562672,0.017292551121031282
carFARH0.107,0.02000000000000001,8.949178360293286E-4,0.08943125968679687,4.462921988322702,0.4247854605562672,0.018200834238280384
carFARH0.107,0.02100000000000001,9.865801025687282E-4,0.09389327339200232,4.462013705205452,0.4247854605562672,0.019108932503940503
carFARH0.107,0.022000000000000013,0.0010827039287642005,0.09835437899894212,4.461105606939792,0.4247854605562672,0.02001684595563218
carFARH0.107,0.023000000000000013,0.0011832884066098866,0.10281457669243022,4.460197693488101,0.4247854605562672,0.020924574630968307
carFARH0.107,0.024000000000000014,0.0012883326282847232,0.10727386665724298,4.459289964812764,0.4247854605562672,0.021832118567554126
carFARH0.107,0.025000000000000015,0.0013978356861524043,0.11173224907811916,4.458382420876179,0.4247854605562672,0.02273947780298722
carFARH0.107,0.026000000000000016,0.0015117966727613437,0.1161897241397599,4.4574750616407455,0.4247854605562672,0.023646652374857524
carFARH0.107,0.027000000000000017,0.001630214680844638,0.12064629202682878,4.456567887068875,0.4247854605562672,0.024553642320747318
carFARH0.107,0.028000000000000018,0.0017530888033200284,0.12510195292395176,4.455660897122985,0.4247854605562672,0.025460447678231236
carFARH0.107,0.02900000000000002,0.0018804181332898629,0.12955670701571725,4.454754091765501,0.4247854605562672,0.026367068484876268
carFARH0.107,0.03000000000000002,0.0020122017640410595,0.13401055448667612,4.4538474709588565,0.4247854605562672,0.02727350477824176
carFARH0.107,0.03100000000000002,0.0021484387890450683,0.1384634955213416,4.452941034665491,0.4247854605562672,0.028179756595879395
carFARH0.107,0.03200000000000002,0.002289128301957834,0.14291553030418946,4.4520347828478535,0.4247854605562672,0.02908582397533324
carFARH0.107,0.03300000000000002,0.0024342693966197576,0.14736665901965787,4.451128715468399,0.4247854605562672,0.029991706954139708
carFARH0.107,0.03400000000000002,0.0025838611670556603,0.15181688185214745,4.450222832489593,0.4247854605562672,0.030897405569827573
carFARH0.107,0.035000000000000024,0.0027379027074747445,0.15626619898602134,4.449317133873905,0.4247854605562672,0.03180291985991797
carFARH0.107,0.036000000000000025,0.002896393112270558,0.16071461060560516,4.448411619583815,0.4247854605562672,0.032708249861924395
carFARH0.107,0.037000000000000026,0.003059331476020954,0.16516211689518698,4.447506289581808,0.4247854605562672,0.03361339561335273
carFARH0.107,0.03800000000000003,0.0032267168934880562,0.16960871803901736,4.44660114383038,0.4247854605562672,0.03451835715170119
carFARH0.107,0.03900000000000003,0.0033985484596182197,0.1740544142213094,4.445696182292031,0.4247854605562672,0.03542313451446039
carFARH0.107,0.04000000000000003,0.003574825269541994,0.17849920562623867,4.444791404929272,0.4247854605562672,0.0363277277391133
