id,time,distance,velocity,acceleration,Frictional Force,airResistance,,,,time,time,time,time,time,time,distance(.100 kg),distance(.105 kg),distance(.110 kg),distance(.115 kg),distance(.120 kg),distance(.125 kg)
carFAR100,0,0,0,4.905,0.424785461,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
carFAR100,0.001,2.24E-06,0.004480215,4.480214539,0.424785461,0.001284519,,,,0.001,0.001,0.001,0.001,0.001,0.001,2.24E-06,2.24E-06,2.24E-06,2.24E-06,2.24E-06,2.24E-06
carFAR100,0.002,8.96E-06,0.008959145,4.47893002,0.424785461,0.00256867,,,,0.002,0.002,0.002,0.002,0.002,0.002,8.96E-06,8.96E-06,8.96E-06,8.96E-06,8.96E-06,8.96E-06
carFAR100,0.003,2.02E-05,0.01343679,4.477645869,0.424785461,0.003852453,,,,0.003,0.003,0.003,0.003,0.003,0.003,2.02E-05,2.02E-05,2.02E-05,2.02E-05,2.02E-05,2.02E-05
carFAR100,0.004,3.58E-05,0.017913153,4.476362086,0.424785461,0.005135868,,,,0.004,0.004,0.004,0.004,0.004,0.004,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05,3.58E-05
carFAR100,0.005,5.60E-05,0.022388231,4.475078671,0.424785461,0.006418915,,,,0.005,0.005,0.005,0.005,0.005,0.005,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05
carFAR100,0.006,8.06E-05,0.026862027,4.473795625,0.424785461,0.007701594,,,,0.006,0.006,0.006,0.006,0.006,0.006,8.06E-05,8.06E-05,8.06E-05,8.06E-05,8.06E-05,8.06E-05
carFAR100,0.007,1.10E-04,0.03133454,4.472512946,0.424785461,0.008983905,,,,0.007,0.007,0.007,0.007,0.007,0.007,1.10E-04,1.10E-04,1.10E-04,1.10E-04,1.10E-04,1.10E-04
carFAR100,0.008,1.43E-04,0.03580577,4.471230634,0.424785461,0.010265849,,,,0.008,0.008,0.008,0.008,0.008,0.008,1.43E-04,1.43E-04,1.43E-04,1.43E-04,1.43E-04,1.43E-04
carFAR100,0.009,1.81E-04,0.040275719,4.469948691,0.424785461,0.011547425,,,,0.009,0.009,0.009,0.009,0.009,0.009,1.81E-04,1.81E-04,1.81E-04,1.81E-04,1.81E-04,1.81E-04
carFAR100,0.01,2.24E-04,0.044744386,4.468667115,0.424785461,0.012828633,,,,0.01,0.01,0.01,0.01,0.01,0.01,2.24E-04,2.24E-04,2.24E-04,2.24E-04,2.24E-04,2.24E-04
carFAR100,0.011,2.71E-04,0.049211772,4.467385906,0.424785461,0.014109474,,,,0.011,0.011,0.011,0.011,0.011,0.011,2.71E-04,2.71E-04,2.71E-04,2.71E-04,2.71E-04,2.71E-04
carFAR100,0.012,3.22E-04,0.053677877,4.466105065,0.424785461,0.015389948,,,,0.012,0.012,0.012,0.012,0.012,0.012,3.22E-04,3.22E-04,3.22E-04,3.22E-04,3.22E-04,3.22E-04
carFAR100,0.013,3.78E-04,0.058142702,4.464824591,0.424785461,0.016670055,,,,0.013,0.013,0.013,0.013,0.013,0.013,3.78E-04,3.78E-04,3.78E-04,3.78E-04,3.78E-04,3.78E-04
carFAR100,0.014,4.39E-04,0.062606246,4.463544484,0.424785461,0.017949795,,,,0.014,0.014,0.014,0.014,0.014,0.014,4.39E-04,4.39E-04,4.39E-04,4.39E-04,4.39E-04,4.39E-04
carFAR100,0.015,5.03E-04,0.067068511,4.462264744,0.424785461,0.019229168,,,,0.015,0.015,0.015,0.015,0.015,0.015,5.03E-04,5.03E-04,5.03E-04,5.03E-04,5.03E-04,5.04E-04
carFAR100,0.016,5.73E-04,0.071529496,4.460985371,0.424785461,0.020508174,,,,0.016,0.016,0.016,0.016,0.016,0.016,5.73E-04,5.73E-04,5.73E-04,5.73E-04,5.73E-04,5.73E-04
carFAR100,0.017,6.46E-04,0.075989203,4.459706365,0.424785461,0.021786814,,,,0.017,0.017,0.017,0.017,0.017,0.017,6.46E-04,6.46E-04,6.47E-04,6.47E-04,6.47E-04,6.47E-04
carFAR100,0.018,7.25E-04,0.08044763,4.458427726,0.424785461,0.023065087,,,,0.018,0.018,0.018,0.018,0.018,0.018,7.25E-04,7.25E-04,7.25E-04,7.25E-04,7.25E-04,7.25E-04
carFAR100,0.019,8.07E-04,0.08490478,4.457149453,0.424785461,0.024342993,,,,0.019,0.019,0.019,0.019,0.019,0.019,8.07E-04,8.07E-04,8.07E-04,8.08E-04,8.08E-04,8.08E-04
carFAR100,0.02,8.94E-04,0.089360651,4.455871546,0.424785461,0.025620533,,,,0.02,0.02,0.02,0.02,0.02,0.02,8.94E-04,8.95E-04,8.95E-04,8.95E-04,8.95E-04,8.95E-04
carFAR100,0.021,9.86E-04,0.093815245,4.454594007,0.424785461,0.026897707,,,,0.021,0.021,0.021,0.021,0.021,0.021,9.86E-04,9.86E-04,9.86E-04,9.86E-04,9.86E-04,9.86E-04
carFAR100,0.022,0.001082088,0.098268562,4.453316833,0.424785461,0.028174514,,,,0.022,0.022,0.022,0.022,0.022,0.022,0.001082088,0.001082189,0.001082281,0.001082365,0.001082442,0.001082513
carFAR100,0.023,0.001182583,0.102720602,4.452040025,0.424785461,0.029450956,,,,0.023,0.023,0.023,0.023,0.023,0.023,0.001182583,0.001182699,0.001182804,0.0011829,0.001182988,0.001183069
carFAR100,0.024,0.001287529,0.107171366,4.450763584,0.424785461,0.030727031,,,,0.024,0.024,0.024,0.024,0.024,0.024,0.001287529,0.001287661,0.001287781,0.00128789,0.00128799,0.001288083
carFAR100,0.025,0.001396925,0.111620853,4.449487508,0.424785461,0.032002741,,,,0.025,0.025,0.025,0.025,0.025,0.025,0.001396925,0.001397074,0.00139721,0.001397334,0.001397448,0.001397553
carFAR100,0.026,0.00151077,0.116069065,4.448211799,0.424785461,0.033278084,,,,0.026,0.026,0.026,0.026,0.026,0.026,0.00151077,0.001510938,0.001511092,0.001511231,0.00151136,0.001511478
carFAR100,0.027,0.001629063,0.120516002,4.446936455,0.424785461,0.034553063,,,,0.027,0.027,0.027,0.027,0.027,0.027,0.001629063,0.001629252,0.001629423,0.00162958,0.001629724,0.001629857
carFAR100,0.028,0.001751801,0.124961663,4.445661477,0.424785461,0.035827675,,,,0.028,0.028,0.028,0.028,0.028,0.028,0.001751801,0.001752013,0.001752205,0.00175238,0.001752541,0.001752689
carFAR100,0.029,0.001878985,0.12940605,4.444386864,0.424785461,0.037101922,,,,0.029,0.029,0.029,0.029,0.029,0.029,0.001878985,0.00187922,0.001879434,0.001879629,0.001879808,0.001879973
carFAR100,0.03,0.002010613,0.133849163,4.443112617,0.424785461,0.038375804,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.002010613,0.002010873,0.00201111,0.002011327,0.002011525,0.002011708
carFAR100,0.031,0.002146683,0.138291001,4.441838735,0.424785461,0.039649321,,,,0.031,0.031,0.031,0.031,0.031,0.031,0.002146683,0.002146971,0.002147233,0.002147472,0.002147691,0.002147893
carFAR100,0.032,0.002287194,0.142731567,4.440565218,0.424785461,0.040922472,,,,0.032,0.032,0.032,0.032,0.032,0.032,0.002287194,0.002287511,0.0022878,0.002288063,0.002288305,0.002288527
carFAR100,0.033,0.002432145,0.147170859,4.439292067,0.424785461,0.042195259,,,,0.033,0.033,0.033,0.033,0.033,0.033,0.002432145,0.002432494,0.002432811,0.0024331,0.002433365,0.002433609
carFAR100,0.034,0.002581535,0.151608878,4.43801928,0.424785461,0.043467681,,,,0.034,0.034,0.034,0.034,0.034,0.034,0.002581535,0.002581917,0.002582264,0.00258258,0.002582871,0.002583138
carFAR100,0.035,0.002735363,0.156045625,4.436746859,0.424785461,0.044739737,,,,0.035,0.035,0.035,0.035,0.035,0.035,0.002735363,0.002735779,0.002736158,0.002736504,0.002736821,0.002737113
carFAR100,0.036,0.002893626,0.1604811,4.435474802,0.424785461,0.046011429,,,,0.036,0.036,0.036,0.036,0.036,0.036,0.002893626,0.00289408,0.002894492,0.002894869,0.002895215,0.002895533
carFAR100,0.037,0.003056324,0.164915303,4.43420311,0.424785461,0.047282757,,,,0.037,0.037,0.037,0.037,0.037,0.037,0.003056324,0.003056817,0.003057266,0.003057675,0.003058051,0.003058397
carFAR100,0.038,0.003223456,0.169348234,4.432931783,0.424785461,0.04855372,,,,0.038,0.038,0.038,0.038,0.038,0.038,0.003223456,0.003223991,0.003224477,0.003224921,0.003225328,0.003225703
carFAR100,0.039,0.00339502,0.173779895,4.43166082,0.424785461,0.049824318,,,,0.039,0.039,0.039,0.039,0.039,0.039,0.00339502,0.003395599,0.003396125,0.003396605,0.003397046,0.003397451
carFAR100,0.04,0.003571015,0.178210286,4.430390221,0.424785461,0.051094552,,,,0.04,0.04,0.04,0.04,0.04,0.04,0.003571015,0.00357164,0.003572208,0.003572727,0.003573203,0.003573641
carFAR100,0.041,0.00375144,0.182639406,4.429119987,0.424785461,0.052364422,,,,0.041,0.041,0.041,0.041,0.041,0.041,0.00375144,0.003752113,0.003752726,0.003753285,0.003753798,0.00375427
carFAR100,0.042,0.003936293,0.187067256,4.427850117,0.424785461,0.053633928,,,,0.042,0.042,0.042,0.042,0.042,0.042,0.003936293,0.003937018,0.003937677,0.003938278,0.00393883,0.003939337
carFAR100,0.043,0.004125574,0.191493836,4.426580611,0.424785461,0.05490307,,,,0.043,0.043,0.043,0.043,0.043,0.043,0.004125574,0.004126352,0.004127059,0.004127705,0.004128298,0.004128843
carFAR100,0.044,0.00431928,0.195919148,4.425311469,0.424785461,0.056171848,,,,0.044,0.044,0.044,0.044,0.044,0.044,0.00431928,0.004320114,0.004320873,0.004321566,0.004322201,0.004322785
carFAR100,0.045,0.004517411,0.20034319,4.424042691,0.424785461,0.057440263,,,,0.045,0.045,0.045,0.045,0.045,0.045,0.004517411,0.004518304,0.004519116,0.004519858,0.004520538,0.004521163
carFAR100,0.046,0.004719966,0.204765965,4.422774277,0.424785461,0.058708313,,,,0.046,0.046,0.046,0.046,0.046,0.046,0.004719966,0.00472092,0.004721788,0.004722581,0.004723307,0.004723976
carFAR100,0.047,0.004926943,0.209187471,4.421506226,0.424785461,0.059976001,,,,0.047,0.047,0.047,0.047,0.047,0.047,0.004926943,0.004927961,0.004928887,0.004929733,0.004930509,0.004931223
carFAR100,0.048,0.00513834,0.213607709,4.420238539,0.424785461,0.061243324,,,,0.048,0.048,0.048,0.048,0.048,0.048,0.00513834,0.005139426,0.005140413,0.005141314,0.005142141,0.005142902
carFAR100,0.049,0.005354157,0.218026681,4.418971215,0.424785461,0.062510285,,,,0.049,0.049,0.049,0.049,0.049,0.049,0.005354157,0.005355313,0.005356364,0.005357323,0.005358203,0.005359013
carFAR100,0.05,0.005574393,0.222444385,4.417704255,0.424785461,0.063776882,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.005574393,0.005575621,0.005576738,0.005577758,0.005578693,0.005579554
carFAR100,0.051,0.005799046,0.226860823,4.416437658,0.424785461,0.065043115,,,,0.051,0.051,0.051,0.051,0.051,0.051,0.005799046,0.00580035,0.005801535,0.005802618,0.005803611,0.005804525
carFAR100,0.052,0.006028114,0.231275994,4.415171424,0.424785461,0.066308986,,,,0.052,0.052,0.052,0.052,0.052,0.052,0.006028114,0.006029497,0.006030754,0.006031903,0.006032956,0.006033925
carFAR100,0.053,0.006261597,0.2356899,4.413905553,0.424785461,0.067574494,,,,0.053,0.053,0.053,0.053,0.053,0.053,0.006261597,0.006263062,0.006264394,0.00626561,0.006266726,0.006267752
carFAR100,0.054,0.006499493,0.24010254,4.412640045,0.424785461,0.068839639,,,,0.054,0.054,0.054,0.054,0.054,0.054,0.006499493,0.006501043,0.006502452,0.006503739,0.00650492,0.006506006
carFAR100,0.055,0.006741801,0.244513914,4.4113749,0.424785461,0.070104422,,,,0.055,0.055,0.055,0.055,0.055,0.055,0.006741801,0.006743439,0.006744929,0.00674629,0.006747537,0.006748685
carFAR100,0.056,0.00698852,0.248924025,4.410110118,0.424785461,0.071368841,,,,0.056,0.056,0.056,0.056,0.056,0.056,0.00698852,0.00699025,0.006991823,0.00699326,0.006994577,0.006995789
carFAR100,0.057,0.007239649,0.25333287,4.408845698,0.424785461,0.072632899,,,,0.057,0.057,0.057,0.057,0.057,0.057,0.007239649,0.007241473,0.007243133,0.007244648,0.007246038,0.007247317
carFAR100,0.058,0.007495186,0.257740452,4.407581641,0.424785461,0.073896593,,,,0.058,0.058,0.058,0.058,0.058,0.058,0.007495186,0.007497108,0.007498857,0.007500454,0.007501919,0.007503267
carFAR100,0.059,0.007755129,0.26214677,4.406317946,0.424785461,0.075159926,,,,0.059,0.059,0.059,0.059,0.059,0.059,0.007755129,0.007757154,0.007758995,0.007760677,0.007762219,0.007763638
carFAR100,0.06,0.008019478,0.266551824,4.405054613,0.424785461,0.076422896,,,,0.06,0.06,0.06,0.06,0.06,0.06,0.008019478,0.008021608,0.008023546,0.008025315,0.008026937,0.00802843
carFAR100,0.061,0.008288232,0.270955616,4.403791643,0.424785461,0.077685504,,,,0.061,0.061,0.061,0.061,0.061,0.061,0.008288232,0.008290471,0.008292507,0.008294367,0.008296073,0.008297642
carFAR100,0.062,0.008561389,0.275358145,4.402529035,0.424785461,0.078947751,,,,0.062,0.062,0.062,0.062,0.062,0.062,0.008561389,0.008563741,0.008565879,0.008567832,0.008569624,0.008571272
carFAR100,0.063,0.008838948,0.279759412,4.401266789,0.424785461,0.080209635,,,,0.063,0.063,0.063,0.063,0.063,0.063,0.008838948,0.008841416,0.00884366,0.00884571,0.008847589,0.008849319
carFAR100,0.064,0.009120907,0.284159417,4.400004905,0.424785461,0.081471157,,,,0.064,0.064,0.064,0.064,0.064,0.064,0.009120907,0.009123495,0.009125848,0.009127998,0.009129969,0.009131783
carFAR100,0.065,0.009407266,0.28855816,4.398743382,0.424785461,0.082732318,,,,0.065,0.065,0.065,0.065,0.065,0.065,0.009407266,0.009409978,0.009412444,0.009414696,0.009416762,0.009418663
carFAR100,0.066,0.009698023,0.292955642,4.397482221,0.424785461,0.083993117,,,,0.066,0.066,0.066,0.066,0.066,0.066,0.009698023,0.009700862,0.009703444,0.009705803,0.009707966,0.009709956
carFAR100,0.067,0.009993177,0.297351864,4.396221422,0.424785461,0.085253555,,,,0.067,0.067,0.067,0.067,0.067,0.067,0.009993177,0.009996148,0.00999885,0.010001318,0.010003581,0.010005663
carFAR100,0.068,0.010292726,0.301746825,4.394960984,0.424785461,0.086513631,,,,0.068,0.068,0.068,0.068,0.068,0.068,0.010292726,0.010295833,0.010298658,0.010301239,0.010303605,0.010305783
carFAR100,0.069,0.01059667,0.306140526,4.393700908,0.424785461,0.087773346,,,,0.069,0.069,0.069,0.069,0.069,0.069,0.01059667,0.010599916,0.010602868,0.010605565,0.010608038,0.010610314
carFAR100,0.07,0.010905006,0.310532967,4.392441193,0.424785461,0.0890327,,,,0.07,0.07,0.07,0.07,0.07,0.07,0.010905006,0.010908396,0.01091148,0.010914296,0.010916878,0.010919255
carFAR100,0.071,0.011217735,0.314924149,4.391181839,0.424785461,0.090291693,,,,0.071,0.071,0.071,0.071,0.071,0.071,0.011217735,0.011221273,0.011224491,0.01122743,0.011230125,0.011232606
carFAR100,0.072,0.011534854,0.319314072,4.389922846,0.424785461,0.091550325,,,,0.072,0.072,0.072,0.072,0.072,0.072,0.011534854,0.011538544,0.0115419,0.011544966,0.011547777,0.011550365
carFAR100,0.073,0.011856362,0.323702736,4.388664214,0.424785461,0.092808596,,,,0.073,0.073,0.073,0.073,0.073,0.073,0.011856362,0.011860209,0.011863708,0.011866903,0.011869834,0.011872531
carFAR100,0.074,0.012182259,0.328090142,4.387405943,0.424785461,0.094066506,,,,0.074,0.074,0.074,0.074,0.074,0.074,0.012182259,0.012186266,0.012189911,0.012193241,0.012196294,0.012199103
carFAR100,0.075,0.012512542,0.33247629,4.386148033,0.424785461,0.095324056,,,,0.075,0.075,0.075,0.075,0.075,0.075,0.012512542,0.012516715,0.01252051,0.012523977,0.012527156,0.012530081
carFAR100,0.076,0.012847211,0.33686118,4.384890484,0.424785461,0.096581245,,,,0.076,0.076,0.076,0.076,0.076,0.076,0.012847211,0.012851553,0.012855503,0.01285911,0.012862419,0.012865464
carFAR100,0.077,0.013186264,0.341244814,4.383633295,0.424785461,0.097838073,,,,0.077,0.077,0.077,0.077,0.077,0.077,0.013186264,0.01319078,0.013194888,0.013198641,0.013202082,0.013205249
carFAR100,0.078,0.0135297,0.34562719,4.382376466,0.424785461,0.099094542,,,,0.078,0.078,0.078,0.078,0.078,0.078,0.0135297,0.013534395,0.013538666,0.013542567,0.013546144,0.013549437
carFAR100,0.079,0.013877518,0.35000831,4.381119998,0.424785461,0.10035065,,,,0.079,0.079,0.079,0.079,0.079,0.079,0.013877518,0.013882396,0.013886834,0.013890887,0.013894605,0.013898026
carFAR100,0.08,0.014229716,0.354388174,4.37986389,0.424785461,0.101606398,,,,0.08,0.08,0.08,0.08,0.08,0.08,0.014229716,0.014234783,0.014239391,0.014243601,0.014247462,0.014251015
carFAR100,0.081,0.014586293,0.358766782,4.378608142,0.424785461,0.102861785,,,,0.081,0.081,0.081,0.081,0.081,0.081,0.014586293,0.014591553,0.014596337,0.014600707,0.014604715,0.014608404
carFAR100,0.082,0.014947249,0.363144135,4.377352754,0.424785461,0.104116813,,,,0.082,0.082,0.082,0.082,0.082,0.082,0.014947249,0.014952706,0.01495767,0.014962205,0.014966363,0.01497019
carFAR100,0.083,0.015312581,0.367520233,4.376097726,0.424785461,0.105371481,,,,0.083,0.083,0.083,0.083,0.083,0.083,0.015312581,0.015318241,0.015323389,0.015328092,0.015332405,0.015336375
carFAR100,0.084,0.015682289,0.371895076,4.374843058,0.424785461,0.10662579,,,,0.084,0.084,0.084,0.084,0.084,0.084,0.015682289,0.015688156,0.015693493,0.015698369,0.01570284,0.015706955
carFAR100,0.085,0.016056371,0.376268664,4.37358875,0.424785461,0.107879738,,,,0.085,0.085,0.085,0.085,0.085,0.085,0.016056371,0.016062451,0.016067981,0.016073033,0.016077666,0.01608193
carFAR100,0.086,0.016434825,0.380640999,4.372334801,0.424785461,0.109133328,,,,0.086,0.086,0.086,0.086,0.086,0.086,0.016434825,0.016441123,0.016446851,0.016452084,0.016456883,0.0164613
carFAR100,0.087,0.016817652,0.38501208,4.371081212,0.424785461,0.110386557,,,,0.087,0.087,0.087,0.087,0.087,0.087,0.016817652,0.016824172,0.016830103,0.016835521,0.01684049,0.016845063
carFAR100,0.088,0.017204849,0.389381908,4.369827982,0.424785461,0.111639428,,,,0.088,0.088,0.088,0.088,0.088,0.088,0.017204849,0.017211597,0.017217735,0.017223342,0.017228485,0.017233218
carFAR100,0.089,0.017596415,0.393750484,4.368575112,0.424785461,0.112891939,,,,0.089,0.089,0.089,0.089,0.089,0.089,0.017596415,0.017603396,0.017609747,0.017615547,0.017620868,0.017625764
carFAR100,0.09,0.017992349,0.398117806,4.3673226,0.424785461,0.114144091,,,,0.09,0.09,0.09,0.09,0.09,0.09,0.017992349,0.017999569,0.018006136,0.018012135,0.018017637,0.0180227
carFAR100,0.091,0.01839265,0.402483877,4.366070448,0.424785461,0.115395884,,,,0.091,0.091,0.091,0.091,0.091,0.091,0.01839265,0.018400113,0.018406902,0.018413104,0.018418791,0.018424026
carFAR100,0.092,0.018797316,0.406848695,4.364818655,0.424785461,0.116647319,,,,0.092,0.092,0.092,0.092,0.092,0.092,0.018797316,0.018805029,0.018812044,0.018818453,0.01882433,0.01882974
carFAR100,0.093,0.019206347,0.411212262,4.363567221,0.424785461,0.117898394,,,,0.093,0.093,0.093,0.093,0.093,0.093,0.019206347,0.019214314,0.019221561,0.019228181,0.019234252,0.019239841
carFAR100,0.094,0.01961974,0.415574579,4.362316145,0.424785461,0.119149111,,,,0.094,0.094,0.094,0.094,0.094,0.094,0.01961974,0.019627967,0.019635451,0.019642287,0.019648557,0.019654328
carFAR100,0.095,0.020037495,0.419935644,4.361065429,0.424785461,0.120399469,,,,0.095,0.095,0.095,0.095,0.095,0.095,0.020037495,0.020045988,0.020053713,0.02006077,0.020067243,0.0200732
carFAR100,0.096,0.020459611,0.424295459,4.35981507,0.424785461,0.121649469,,,,0.096,0.096,0.096,0.096,0.096,0.096,0.020459611,0.020468375,0.020476347,0.020483629,0.020490309,0.020496456
carFAR100,0.097,0.020886086,0.428654024,4.358565071,0.424785461,0.12289911,,,,0.097,0.097,0.097,0.097,0.097,0.097,0.020886086,0.020895126,0.02090335,0.020910863,0.020917754,0.020924096
carFAR100,0.098,0.021316918,0.43301134,4.357315429,0.424785461,0.124148393,,,,0.098,0.098,0.098,0.098,0.098,0.098,0.021316918,0.021326242,0.021334723,0.021342471,0.021349577,0.021356117
carFAR100,0.099,0.021752108,0.437367406,4.356066146,0.424785461,0.125397318,,,,0.099,0.099,0.099,0.099,0.099,0.099,0.021752108,0.02176172,0.021770463,0.021778451,0.021785777,0.02179252
carFAR100,0.1,0.022191653,0.441722223,4.354817222,0.424785461,0.126645885,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.022191653,0.022201559,0.02221057,0.022218803,0.022226353,0.022233303
carFAR100,0.101,0.022635552,0.446075792,4.353568655,0.424785461,0.127894093,,,,0.101,0.101,0.101,0.101,0.101,0.101,0.022635552,0.022645758,0.022655043,0.022663525,0.022671304,0.022678465
carFAR100,0.102,0.023083803,0.450428112,4.352320446,0.424785461,0.129141944,,,,0.102,0.102,0.102,0.102,0.102,0.102,0.023083803,0.023094316,0.02310388,0.023112616,0.023120629,0.023128005
carFAR100,0.103,0.023536407,0.454779185,4.351072595,0.424785461,0.130389437,,,,0.103,0.103,0.103,0.103,0.103,0.103,0.023536407,0.023547232,0.02355708,0.023566076,0.023574327,0.023581922
carFAR100,0.104,0.023993361,0.45912901,4.349825102,0.424785461,0.131636573,,,,0.104,0.104,0.104,0.104,0.104,0.104,0.023993361,0.024004505,0.024014642,0.024023903,0.024032397,0.024040216
carFAR100,0.105,0.024454665,0.463477588,4.348577967,0.424785461,0.132883351,,,,0.105,0.105,0.105,0.105,0.105,0.105,0.024454665,0.024466133,0.024476565,0.024486096,0.024494838,0.024502884
carFAR100,0.106,0.024920316,0.467824919,4.347331189,0.424785461,0.134129771,,,,0.106,0.106,0.106,0.106,0.106,0.106,0.024920316,0.024932115,0.024942848,0.024952654,0.024961648,0.024969926
carFAR100,0.107,0.025390314,0.472171004,4.346084768,0.424785461,0.135375834,,,,0.107,0.107,0.107,0.107,0.107,0.107,0.025390314,0.025402449,0.025413489,0.025423576,0.025432827,0.025441342
carFAR100,0.108,0.025864657,0.476515842,4.344838705,0.424785461,0.13662154,,,,0.108,0.108,0.108,0.108,0.108,0.108,0.025864657,0.025877136,0.025888489,0.02589886,0.025908373,0.02591713
carFAR100,0.109,0.026343345,0.480859435,4.343592999,0.424785461,0.137866889,,,,0.109,0.109,0.109,0.109,0.109,0.109,0.026343345,0.026356174,0.026367844,0.026378507,0.026388286,0.026397288
carFAR100,0.11,0.026826375,0.485201783,4.342347651,0.424785461,0.13911188,,,,0.11,0.11,0.11,0.11,0.11,0.11,0.026826375,0.02683956,0.026851555,0.026862514,0.026872565,0.026881817
carFAR100,0.111,0.027313748,0.489542886,4.341102659,0.424785461,0.140356515,,,,0.111,0.111,0.111,0.111,0.111,0.111,0.027313748,0.027327295,0.02733962,0.02735088,0.027361208,0.027370715
carFAR100,0.112,0.027805461,0.493882744,4.339858024,0.424785461,0.141600793,,,,0.112,0.112,0.112,0.112,0.112,0.112,0.027805461,0.027819377,0.027832038,0.027843605,0.027854215,0.027863981
carFAR100,0.113,0.028301513,0.498221357,4.338613747,0.424785461,0.142844714,,,,0.113,0.113,0.113,0.113,0.113,0.113,0.028301513,0.028315805,0.028328808,0.028340688,0.028351584,0.028361614
carFAR100,0.114,0.028801903,0.502558727,4.337369826,0.424785461,0.144088278,,,,0.114,0.114,0.114,0.114,0.114,0.114,0.028801903,0.028816578,0.028829928,0.028842126,0.028853314,0.028863613
carFAR100,0.115,0.029306629,0.506894854,4.336126261,0.424785461,0.145331486,,,,0.115,0.115,0.115,0.115,0.115,0.115,0.029306629,0.029321694,0.029335399,0.02934792,0.029359405,0.029369977
carFAR100,0.116,0.029815692,0.511229737,4.334883053,0.424785461,0.146574338,,,,0.116,0.116,0.116,0.116,0.116,0.116,0.029815692,0.029831152,0.029845217,0.029858068,0.029869855,0.029880706
carFAR100,0.117,0.030329088,0.515563377,4.333640202,0.424785461,0.147816833,,,,0.117,0.117,0.117,0.117,0.117,0.117,0.030329088,0.030344952,0.030359383,0.030372569,0.030384664,0.030395797
carFAR100,0.118,0.030846818,0.519895775,4.332397707,0.424785461,0.149058972,,,,0.118,0.118,0.118,0.118,0.118,0.118,0.030846818,0.030863091,0.030877896,0.030891422,0.030903829,0.03091525
carFAR100,0.119,0.031368879,0.52422693,4.331155568,0.424785461,0.150300754,,,,0.119,0.119,0.119,0.119,0.119,0.119,0.031368879,0.031385569,0.031400753,0.031414626,0.031427351,0.031439065
carFAR100,0.12,0.031895271,0.528556844,4.329913785,0.424785461,0.151542181,,,,0.12,0.12,0.12,0.12,0.12,0.12,0.031895271,0.031912384,0.031927954,0.03194218,0.031955228,0.031967239
carFAR100,0.121,0.032425992,0.532885516,4.328672358,0.424785461,0.152783252,,,,0.121,0.121,0.121,0.121,0.121,0.121,0.032425992,0.032443536,0.032459498,0.032474082,0.032487459,0.032499773
carFAR100,0.122,0.032961042,0.537212948,4.327431288,0.424785461,0.154023967,,,,0.122,0.122,0.122,0.122,0.122,0.122,0.032961042,0.032979024,0.032995384,0.033010332,0.033024043,0.033036665
carFAR100,0.123,0.033500418,0.541539138,4.326190573,0.424785461,0.155264326,,,,0.123,0.123,0.123,0.123,0.123,0.123,0.033500418,0.033518845,0.03353561,0.033550928,0.033564979,0.033577913
carFAR100,0.124,0.034044119,0.545864088,4.324950213,0.424785461,0.15650433,,,,0.124,0.124,0.124,0.124,0.124,0.124,0.034044119,0.034062999,0.034080175,0.03409587,0.034110266,0.034123518
carFAR100,0.125,0.034592145,0.550187799,4.32371021,0.424785461,0.157743978,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.034592145,0.034611484,0.034629079,0.034645156,0.034659903,0.034673478
carFAR100,0.126,0.035144494,0.554510269,4.322470562,0.424785461,0.15898327,,,,0.126,0.126,0.126,0.126,0.126,0.126,0.035144494,0.0351643,0.03518232,0.035198786,0.035213889,0.035227792
carFAR100,0.127,0.035701165,0.5588315,4.321231269,0.424785461,0.160222208,,,,0.127,0.127,0.127,0.127,0.127,0.127,0.035701165,0.035721446,0.035739897,0.035756757,0.035772222,0.035786459
carFAR100,0.128,0.036262157,0.563151493,4.319992332,0.424785461,0.16146079,,,,0.128,0.128,0.128,0.128,0.128,0.128,0.036262157,0.036282919,0.036301809,0.03631907,0.036334903,0.036349478
carFAR100,0.129,0.036827467,0.567470246,4.31875375,0.424785461,0.162699017,,,,0.129,0.129,0.129,0.129,0.129,0.129,0.036827467,0.036848719,0.036868055,0.036885723,0.036901929,0.036916848
carFAR100,0.13,0.037397096,0.571787762,4.317515523,0.424785461,0.163936889,,,,0.13,0.13,0.13,0.13,0.13,0.13,0.037397096,0.037418845,0.037438633,0.037456714,0.0374733,0.037488569
carFAR100,0.131,0.037971042,0.57610404,4.316277651,0.424785461,0.165174406,,,,0.131,0.131,0.131,0.131,0.131,0.131,0.037971042,0.037993296,0.038013543,0.038032044,0.038049015,0.038064638
carFAR100,0.132,0.038549304,0.58041908,4.315040134,0.424785461,0.166411568,,,,0.132,0.132,0.132,0.132,0.132,0.132,0.038549304,0.03857207,0.038592783,0.03861171,0.038629072,0.038645055
carFAR100,0.133,0.03913188,0.584732883,4.313802971,0.424785461,0.167648376,,,,0.133,0.133,0.133,0.133,0.133,0.133,0.03913188,0.039155166,0.039176353,0.039195712,0.039213471,0.03922982
